FACTORID,SCC,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAP_TO,POLLUTANT,NEI_POLLUTANT_CODE,CAS,FACTOR,UNIT,MEASURE,MATERIAL,ACTION,FORMULA,CONTROL_1,CONTROLCODE_1,CONTROL_2,CONTROLCODE_2,CONTROL_3,CONTROLCODE_3,CONTROL_4,CONTROLCODE_4,CONTROL_5,CONTROLCODE_5,REF_DESC,NOTES,QUALITY,TEST_REPORT_RATING,CREATED,REVOKED,DUPCOUNT,DUPREASON,DATE_CSV_UPDATED,CONDITION,VARIABLE_DEFINITION,APPLICABILITY,DERIVATION
8308,10300205,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Pulverized Coal: Wet Bottom (Bituminous Coal)                         ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Bituminous Coal,Burned,3.80E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,A,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
12462,20300301,Internal Combustion Engines                           ,Commercial/Institutional                              ,Gasoline                                                              ,Reciprocating                                                         ,,Sulfur oxides (SOx),,   ,10.6,Lb,1000 Gallons,Gasoline,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  October 1996.  Section 3.3, Gasoline and Diesel Industrial Engines.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,D,30,10/1/1996,,0,,4/18/2022,,,,"The heating value for gasoline fuel is 126,000 BTU/gallon.  This was used to convert from lbs/MMBTU."
12298,20300101,Internal Combustion Engines                           ,Commercial/Institutional                              ,Distillate Oil (Diesel)                                               ,Reciprocating                                                         ,,Sulfur oxides (SOx),,   ,39.7,Lb,1000 Gallons,Distillate Oil (Diesel),Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  October 1996.  Section 3.3, Gasoline and Diesel Industrial Engines.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,D,30,10/1/1996,,0,,4/18/2022,,,,
8884,10300216,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Pulverized Coal: Dry Bottom (Tangential) (Bituminous Coal)            ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Bituminous Coal,Burned,3.80E+01*CS,LOW NOX BURNER (LNB),205,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,A,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %), Factor is for Pre-NSPS boilers.  ,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
8955,10300218,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Atmospheric Fluidized Bed Combustion: Circulating Bed (Bitum. Coal)   ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Bituminous Coal,Burned,3.96E+01*CS*(MR)^-1.9,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,E,,9/1/1998,,0,,4/18/2022,1.5<MR<7,CS=Coal sulfur content (weight %); MR=Molar ratio of calcium to sulfur in the fluidized bed,This formula applies to FBCs where the Ca/S ratio in the fluidized bed is between 1.5 and 7.,
14367,30400406,Industrial Processes                                  ,Secondary Metal Production                            ,Lead                                                                  ,Pot Furnace Heater: Distillate Oil                                    ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Distillate Oil,Burned,1.436E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",U,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
14406,30500207,Industrial Processes                                  ,Mineral Products                                      ,Asphalt Concrete                                                      ,Asphalt Heater: Residual Oil                                          ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Residual Oil,Burned,1.59E+02*FS,UNCONTROLLED,0,,,,,,,,,"EPA.  September 1985.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fourth Edition with Supplements A, B, and C, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.  ,U,,9/1/1985,12/1/2000,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
9654,10300402,External Combustion Boilers                           ,Commercial/Institutional                              ,Residual Oil                                                          ,10-100 Million Btu/hr **                                              ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Residual Oil,Burned,1.586E+02*FS,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 1.3, Fuel Oil Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.,A,,1/1/1995,9/1/1998,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
12402,20300202,Internal Combustion Engines                           ,Commercial/Institutional                              ,Natural Gas                                                           ,Turbine                                                               ,,Sulfur oxides (SOx),,  ,0.6,Lb,Million Standard Cubic Feet,Natural Gas,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 3.2, Heavy Duty Natural Gas Fired Pipeline Compressor Engines.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,B,,1/1/1995,4/1/2000,0,,9/28/2021,,,,
13907,30190002,Industrial Processes                                  ,Chemical Manufacturing                                                ,Fuel Fired Equipment                                                  ,Residual Oil: Process Heaters                                         ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Residual Oil,Burned,1.586E+02*FS,UNCONTROLLED,0,,,,,,,,,"Emission factor is transferred from similar process under fuel-fired equipment for mineral products, SCC 3-05-900.",Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.,A,,,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,"Emission factor is transferred from similar process under fuel-fired equipment for mineral products, SCC 3-05-900."
8883,10300216,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Pulverized Coal: Dry Bottom (Tangential) (Bituminous Coal)            ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Bituminous Coal,Burned,3.80E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,A,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
12250,20200901,Internal Combustion Engines                           ,Industrial                                                            ,Kerosene/Naphtha (Jet Fuel)                                           ,Turbine                                                               ,,Sulfur oxides (SOx),,  ,6.2,Lb,1000 Gallons,Jet Fuel,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  September 1985.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fourth Edition with Supplements A, B, and C, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,U,,9/1/1985,4/1/2000,0,,4/18/2022,,,,
12557,20400401,Internal Combustion Engines                           ,Engine Testing                                        ,Reciprocating Engine                                                  ,Gasoline                                                              ,,Sulfur oxides (SOx),,   ,5.31,Lb,1000 Gallons,Gasoline,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",C,45,3/1/1990,,0,,4/18/2022,,,,
9677,10300403,External Combustion Boilers                           ,Commercial/Institutional                              ,Residual Oil                                                          ,< 10 Million Btu/hr **                                                ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Residual Oil,Burned,1.586E+02*FS,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 1.3, Fuel Oil Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.,A,,1/1/1995,9/1/1998,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
